index,jet1_et,jet1_pt,jet1_eta,jet1_phi,jet2_et,jet2_pt,jet2_eta,jet2_phi,lep1_et,lep1_pt,lep1_eta,lep1_phi,lep2_et,lep2_pt,lep2_eta,lep2_phi,met_px,met_py,logT
0,249.04414337936657,248.0,-0.102447509765625,-0.221405029296875,72.03502735486137,71.0625,0.0957794189453125,-0.953125,48.23619982298484,48.236083984375,-1.4716796875,2.24267578125,31.429790894523276,31.42961311340332,-1.278076171875,-2.6650390625,-194.77286500983132,70.36369081760581,3.965770996863185
1,90.4271668790172,89.1875,1.808349609375,0.2994384765625,83.78664405017906,82.9375,1.78955078125,1.933349609375,63.098427634705665,63.09833908081055,1.0634765625,-1.702880859375,49.92476783498505,49.92465591430664,1.3857421875,-1.3544921875,-53.76363170525599,35.41747327765766,4.128833115246411
2,281.2072345958804,278.75,-1.6630859375,-1.822509765625,138.9284466236127,137.125,0.41607666015625,1.7626953125,26.659644863515368,26.659435272216797,-1.450927734375,-0.16650390625,16.271757199730352,16.271413803100586,-0.30078125,-0.6246337890625,72.22223140723824,74.53372576024486,3.53199558851601
3,118.8635651456771,117.1875,-1.255615234375,-2.18310546875,94.48540856471239,93.75,-0.12939453125,-2.59228515625,43.848088857007724,43.84796142578125,-0.9959716796875,0.781494140625,38.961004621707346,38.96086120605469,-1.82373046875,1.39990234375,132.4704498496847,93.84041118557279,3.6177176214478153
4,187.5842577610542,186.875,-1.154541015625,3.04833984375,117.2763923271245,117.0,-0.3809814453125,2.84716796875,80.41663442466772,80.41656494140625,-0.8262939453125,-0.5596923828125,31.383042044361098,31.382863998413086,-0.7392578125,0.021831512451171875,237.12514492557003,-48.98294656822611,3.6164185537513784
5,171.5914258686623,171.0,-0.3741455078125,0.74365234375,57.04542846015906,56.40625,-0.185455322265625,-0.671142578125,28.99108705362838,28.990894317626953,-0.3128662109375,3.00830078125,24.389765001417445,24.389535903930664,0.03739166259765625,-2.93994140625,-150.0161144841828,-129.31318765602066,3.744680197962123
6,158.76225653965272,157.625,-1.010498046875,-1.100830078125,46.7780201216758,46.15625,-0.169036865234375,-0.7557373046875,35.19973607194403,35.19957733154297,-1.070068359375,2.7109375,15.68243943102601,15.682083129882812,-2.14306640625,2.08447265625,-139.2222301905192,151.0621758738648,3.3051649150262286
7,99.84480663809038,98.9375,0.02579498291015625,2.798828125,71.11260223944575,70.5625,0.6793212890625,1.702880859375,65.33494727792085,65.3348617553711,0.592041015625,-1.152587890625,17.731527741507904,17.731212615966797,-0.022724151611328125,-1.138916015625,112.56140957593335,-46.761500355985376,4.003650997990855
8,245.194806560136,243.875,-0.78369140625,2.07177734375,77.87760555996766,76.8125,-0.6961669921875,1.220947265625,47.33744790243674,47.33732986450195,-0.688232421875,-0.693115234375,20.370225552703726,20.369951248168945,-0.389404296875,-1.029541015625,34.89301182844357,-272.8506567300157,3.882011664019735
9,61.93535566419232,61.375,-2.2861328125,-2.90625,50.39309405288245,49.5,-1.33251953125,0.097015380859375,28.582203855024673,28.582008361816406,0.44512939453125,0.178985595703125,17.7361529797625,17.735837936401367,-0.739013671875,-0.31146240234375,47.472113265945474,6.302414864559509,2.629594848770707
10,100.56930232587129,99.0625,1.155029296875,2.8720703125,65.20164972570191,63.59375,1.859619140625,-1.913330078125,29.733874368341112,29.733686447143555,-0.4163818359375,-0.030849456787109375,18.935492918962066,18.935197830200195,0.62939453125,0.163726806640625,57.13690784079334,43.95747870682521,3.780235487029529
11,81.23009521809405,79.8125,0.5087890625,-0.9287109375,39.9001624617938,39.4375,0.7236328125,-3.0439453125,30.13557092956424,30.135385513305664,1.645263671875,2.80810546875,24.166683620130645,24.166452407836914,0.4736328125,2.34130859375,71.43232024834103,65.04715630538065,3.9061386969160394
12,78.08060652763051,77.0,-1.048583984375,-2.7041015625,75.73577243656065,75.0,-0.4864501953125,-1.63525390625,45.852847842382694,45.852725982666016,0.45806884765625,1.426025390625,33.45748817359886,33.45732116699219,0.02660369873046875,2.02099609375,31.358014081644562,85.49189954439453,4.158702198528328
13,95.84046395573219,94.9375,0.1048126220703125,2.1513671875,46.541213281256496,45.71875,-0.1295166015625,-0.6796875,30.150862049518384,30.150676727294922,-1.28955078125,0.597412109375,16.691390061081883,16.691055297851562,-1.76025390625,-3.0849609375,15.172325262857917,-75.24533090100053,4.254944897221961
14,122.58531612311447,121.9375,-0.41925048828125,-2.05908203125,80.49567055758729,79.1875,0.6807861328125,-2.61083984375,38.73005988973018,38.729915618896484,0.679931640625,0.552978515625,16.44857617056073,16.4482364654541,-0.42108154296875,0.32818603515625,40.6299045427318,120.99385592188231,3.846835449627939
15,92.49517809697653,91.375,0.818359375,2.56591796875,90.74372745410905,90.25,1.0546875,1.169189453125,62.01840445759666,62.018314361572266,0.6253662109375,-1.752685546875,16.09012045131948,16.089773178100586,-0.46771240234375,-2.16455078125,79.97801258846606,-25.189023084761065,4.054520915597392
16,170.6812872187242,168.875,-0.1144866943359375,-2.716796875,109.51059563640692,107.625,-0.063018798828125,-1.63427734375,76.30247191138226,76.30239868164062,1.8818359375,1.20703125,20.911203563707524,20.91093635559082,1.591552734375,0.4490966796875,78.09869968477263,46.53416555600377,3.9599308262587294
17,166.49794147123907,166.0,-1.253173828125,-2.29296875,123.49590489320131,122.625,-0.609619140625,-2.56884765625,56.296295237532526,56.29619598388672,-0.937744140625,1.3330078125,53.796193038691,53.79608917236328,-0.831787109375,0.8729248046875,-34.74938150255228,97.75068998623316,3.7052590424663783
18,135.6847938468051,135.125,0.37286376953125,-2.56103515625,99.56061459735926,98.875,1.21875,2.99072265625,38.834425804497066,38.83428192138672,0.0889739990234375,0.40155029296875,34.538865696228115,34.53870391845703,0.52099609375,0.3280029296875,-0.5797975961206866,-15.929613615201909,4.148043971363251
19,58.534303698537805,57.96875,1.5009765625,2.29638671875,50.8205414399628,50.3125,1.677490234375,1.027587890625,29.50071201998974,29.50052261352539,-0.4031982421875,-1.364013671875,25.41419462459771,25.41397476196289,1.587890625,-0.821533203125,-40.655425038420475,-13.973015872617712,4.396681634528558
20,131.03768635068548,129.5,1.3974609375,1.569091796875,122.41475853797269,121.625,1.1640625,2.22705078125,83.86578928186563,83.86572265625,1.9833984375,-1.064453125,36.40154738988305,36.40139389038086,1.804443359375,-0.67138671875,2.021937706329725,-133.60745841819815,3.7926629986676117
