jet1_mass,jet1_pt,jet1_eta,jet1_phi,jet1_btag,jet2_mass,jet2_pt,jet2_eta,jet2_phi,jet2_btag,lep1_mass,lep1_pt,lep1_eta,lep1_phi,lep1_charge,lep2_mass,lep2_pt,lep2_eta,lep2_phi,lep2_charge,dr_jj,dr_ll,H1_mass,H1_pt,H1_eta,H1_phi,H2_mass,H2_pt,H2_eta,H2_phi,HH_mass,HH_pt,HH_eta,HH_phi
10.6484375,69.1875,0.0849761962890625,-2.734375,0.005649566650390625,11.1953125,64.1875,-1.037109375,-2.79296875,0.99951171875,0.105712890625,43.545677185058594,1.2626953125,1.3935546875,-1,0.105712890625,39.73466491699219,1.51416015625,0.743408203125,1,1.1236143719417995,0.6970832222822352,28.5657816585347,78.92811426511096,1.437318997567612,1.0839031042469156,81.9081324168713,133.3178462061308,-0.5251543339070653,-2.7625732715138867,328.5829423148235,89.29476270811827,0.8344832951859475,2.910789177631787
6.6328125,68.375,1.1171875,-1.48486328125,0.00406646728515625,9.7421875,65.5,-0.8175048828125,-1.60986328125,0.9052734375,0.105712890625,29.57794761657715,-0.13897705078125,3.0,1,0.105712890625,29.395641326904297,-0.6590576171875,1.72265625,-1,1.9387262870536184,1.3791630981205625,38.425192224858904,47.34932342140518,-0.5048096599998521,2.3636233695538897,151.84294877675697,133.6137311621882,0.2487912633601208,-1.5460193281151542,249.6444952433671,104.85073734152397,0.08245555894424482,-1.8651418141246754
14.921875,89.1875,1.808349609375,0.2994384765625,0.9970703125,11.8984375,82.9375,1.78955078125,1.933349609375,0.99658203125,0.105712890625,63.09833908081055,1.0634765625,-1.702880859375,-1,0.105712890625,49.92465591430664,1.3857421875,-1.3544921875,1,1.6340192734075998,0.4745838174100198,26.61850563367165,111.33597404733746,1.2293023766296194,-1.5491951983942986,128.266513167881,117.89800628654609,2.1632934960630683,1.0777352521849908,294.69569066507114,58.684276186194495,3.145075352085525,-0.12738075496326529
11.5,68.75,-1.19580078125,-2.55126953125,0.00783538818359375,8.1328125,46.40625,-2.115234375,2.11376953125,0.88916015625,0.105712890625,34.09108352661133,-2.10302734375,0.5404052734375,1,0.105712890625,11.144545555114746,-1.70703125,-2.5390625,-1,4.754781549973345,3.1048244191749994,39.732706011443504,22.978456693730003,-2.6827332561446697,0.5102895482964117,100.11796922280026,81.10537748387728,-1.9956871623480008,3.1235453708218373,166.85454400014416,62.34561660465326,-2.696433362327176,2.9366664065735515
37.09375,278.75,-1.6630859375,-1.822509765625,0.46435546875,22.3125,137.125,0.41607666015625,1.7626953125,0.99853515625,0.105712890625,26.659435272216797,-1.450927734375,-0.16650390625,-1,0.105712890625,16.271413803100586,-0.30078125,-0.6246337890625,1,4.144467705231394,1.2380306640168357,27.008705489813806,41.87594349409024,-1.1393269096178937,-0.3392112908127856,619.8424051076963,165.70210148192345,-2.0760131579847325,-2.185620685425785,673.0905087571782,159.4807262093842,-2.1973182049936653,-1.9301851908120349
19.890625,117.1875,-1.255615234375,-2.18310546875,0.947265625,11.765625,93.75,-0.12939453125,-2.59228515625,0.9931640625,0.105712890625,43.84796142578125,-0.9959716796875,0.781494140625,1,0.105712890625,38.96086120605469,-1.82373046875,1.39990234375,-1,1.1982491764278276,1.033253753229335,43.263554484533195,78.8957195827302,-1.5043140621693205,1.0718475933301566,135.32486102772629,206.593153726173,-0.8625684555755952,-2.364644621927408,324.5362537877876,133.0934782105832,-1.7462989906081192,-2.5377976110230027
13.9375,175.625,0.9705810546875,-0.39337158203125,0.07244873046875,8.7421875,59.46875,-0.86767578125,2.10205078125,0.87548828125,0.105712890625,35.784881591796875,1.445556640625,2.791015625,1,0.105712890625,13.822312355041504,-0.23553466796875,1.368896484375,-1,3.0994065506214454,2.2019288903053695,51.014661567873304,40.22627423428462,1.3014899782281113,2.4442866716069567,290.79396591490604,133.05437439636572,0.9187809180711223,-0.12088835193700619,377.9511389412831,101.71870116972796,1.466216491943041,0.09635475444757402
16.296875,186.875,-1.154541015625,3.04833984375,0.97412109375,8.046875,117.0,-0.3809814453125,2.84716796875,0.99609375,0.105712890625,80.41656494140625,-0.8262939453125,-0.5596923828125,-1,0.105712890625,31.382863998413086,-0.7392578125,0.021831512451171875,1,0.7992900175237242,0.5880011302519658,29.13495985442509,108.02524266126235,-0.8254283446192539,-0.3994283629965414,123.4166070222985,302.4204719084858,-0.9050815725392845,2.9709574488303656,391.0171713227622,198.72635024445066,-1.476533310879311,3.0945589128795636
37.96875,207.0,0.6282958984375,2.3388671875,0.0250396728515625,18.765625,172.75,0.195068359375,-2.8408203125,0.97216796875,0.105712890625,77.33380889892578,1.05029296875,0.240203857421875,1,0.105712890625,26.355653762817383,1.913330078125,0.020198822021484375,-1,5.197773436603254,0.8906375625134406,41.38847682224619,103.21457922767956,1.3436385111380669,0.18444918622724346,222.32274894561226,323.8964898447921,0.5106946679928108,2.8351592319852603,480.8462724858028,237.89855875755111,1.1952148365031143,2.6291824813007953
11.3125,129.25,0.994384765625,-2.05859375,0.99951171875,13.75,128.375,0.26495361328125,-1.421875,0.1881103515625,0.105712890625,115.98783874511719,0.0961151123046875,1.26025390625,1,0.105712890625,63.87842559814453,0.8343505859375,1.60009765625,-1,0.9682358042393875,0.8127025218023662,71.21942839569382,177.49470372993073,0.38933960797344974,1.3805089219744084,128.11781737245883,244.67955528723584,0.6986321220573629,-1.7413537278435667,466.6107660551157,67.31054595074463,2.0460667758695927,-1.6893065276543273
6.97265625,75.25,-2.36083984375,1.325439453125,0.03302001953125,11.25,62.53125,-2.0263671875,-3.0810546875,0.8984375,0.105712890625,30.28777313232422,-1.10546875,1.569091796875,1,0.105712890625,16.9365234375,-1.390380859375,-2.17041015625,-1,4.419169895935365,3.750339953590101,43.77055245260229,18.87436443454192,-2.0572459261885236,2.0986137911535456,114.85490202578268,82.089239470469,-2.7326686427185236,2.138487283996431,180.64691834608016,100.95140555795913,-2.6361303927157773,2.13103424864632
18.5,189.875,-0.14385986328125,-2.14208984375,0.85888671875,19.921875,173.375,-0.693115234375,-1.827392578125,0.007106781005859375,0.105712890625,55.06314468383789,-0.788330078125,1.736572265625,1,0.105712890625,12.076590538024902,-0.7393798828125,1.99853515625,-1,0.6330211936951122,0.2664970500507231,6.858880071921963,66.80097901421811,-0.7829440920334595,1.7834084445771945,122.04037381313461,358.77180759786955,-0.4258275057209416,-1.991947950048492,328.7639008332579,307.49840286292994,-0.6526565710621844,-2.120951080817704
14.234375,171.0,-0.3741455078125,0.74365234375,0.8046875,8.515625,56.40625,-0.185455322265625,-0.671142578125,0.94921875,0.105712890625,28.990894317626953,-0.3128662109375,3.00830078125,-1,0.105712890625,24.389535903930664,0.03739166259765625,-2.93994140625,1,1.427322198063563,5.9585456026725305,12.894404225943447,52.63919332025423,-0.15715851229679273,-3.121984366122817,131.17747780729133,188.20171847059115,-0.39359617910291395,0.44307460120436715,246.32335377312478,141.8708233574549,-0.5639062874634141,0.5961388584883301
18.96875,157.625,-1.010498046875,-1.100830078125,0.94384765625,7.6015625,46.15625,-0.169036865234375,-0.7557373046875,0.9501953125,0.105712890625,35.19957733154297,-1.070068359375,2.7109375,1,0.105712890625,15.682083129882812,-2.14306640625,2.08447265625,-1,0.9094756415027412,1.2424906474707471,30.142804945177645,48.77805304044363,-1.5622133786361803,2.521313386097813,84.31017317379684,201.665426968903,-0.8601023443519783,-1.0233276403726215,236.65878473091135,157.95888574826296,-1.4176657354592073,-1.1447454702376947
10.609375,94.5,0.8642578125,-0.1172332763671875,0.90625,11.0390625,60.28125,0.103118896484375,-1.716064453125,0.0021514892578125,0.105712890625,21.6169490814209,-0.38592529296875,2.40576171875,1,0.105712890625,14.669010162353516,-1.8173828125,-3.1357421875,-1,1.7707607351774581,5.723402499668057,30.58109711599332,33.91295194392241,-1.2212832975266403,2.7022872715175756,125.40082475367002,110.65584265389853,0.8012114894458873,-0.69308494495608,247.5373073024797,78.29344729372549,0.5574952269125671,-0.8020493891670668
8.859375,37.6875,-0.67626953125,-1.535888671875,0.0208587646484375,5.34375,35.0625,-1.6640625,1.97412109375,0.88916015625,0.105712890625,23.912460327148438,0.15545654296875,2.7373046875,-1,0.105712890625,14.926054000854492,1.809814453125,1.833984375,1,3.6463548241901536,1.884910523571783,38.63953371888739,35.163364504949584,1.1192615575108398,2.397419509049805,82.38398490537185,13.57308678391456,-2.8483043915909114,-2.7311865339573766,198.77078808073355,42.5043410313974,-1.2566965716619383,2.6938110091153336
